doc_id	sent_id	token_id	token	lemma	pos	tag	dep	head_id	ner
wn-0000	14	447	He	he	PRON	PRP	nsubj	449	O
wn-0000	14	448	has	have	AUX	VBZ	aux	449	O
wn-0000	14	449	been	be	AUX	VBN	ROOT	449	O
wn-0000	14	450	a	a	DET	DT	det	451	O
wn-0000	14	451	professor	professor	NOUN	NN	attr	449	O
wn-0000	14	452	of	of	ADP	IN	prep	451	O
wn-0000	14	453	physics	physics	NOUN	NN	pobj	452	O
wn-0000	14	454	and	and	CCONJ	CC	cc	453	O
wn-0000	14	455	astronomy	astronomy	NOUN	NN	conj	453	O
wn-0000	14	456	at	at	ADP	IN	prep	451	O
wn-0000	14	457	Johns	Johns	PROPN	NNP	compound	458	B-ORG
wn-0000	14	458	Hopkins	Hopkins	PROPN	NNP	compound	459	I-ORG
wn-0000	14	459	University	University	PROPN	NNP	pobj	456	I-ORG
wn-0000	14	460	and	and	CCONJ	CC	cc	451	O
wn-0000	14	461	astronomer	astronomer	NOUN	NN	conj	451	O
wn-0000	14	462	at	at	ADP	IN	prep	461	O
wn-0000	14	463	the	the	DET	DT	det	467	O
wn-0000	14	464	Space	Space	PROPN	NNP	compound	465	B-ORG
wn-0000	14	465	Telescope	Telescope	PROPN	NNP	compound	467	I-ORG
wn-0000	14	466	Science	Science	PROPN	NNP	compound	467	I-ORG
wn-0000	14	467	Institute	Institute	PROPN	NNP	pobj	462	I-ORG
wn-0000	14	468	since	since	SCONJ	IN	prep	451	O
wn-0000	14	469	1984	1984	NUM	CD	pobj	468	B-DATE
wn-0000	14	470	.	.	PUNCT	.	punct	449	O
wn-0001	0	0	A	a	DET	DT	det	1	O
wn-0001	0	1	launch	launch	NOUN	NN	nsubj	21	O
wn-0001	0	2	on	on	ADP	IN	prep	1	O
wn-0001	0	3	December	December	PROPN	NNP	pobj	2	B-DATE
wn-0001	0	4	21	21	NUM	CD	nummod	3	I-DATE
wn-0001	0	5	,	,	PUNCT	,	punct	3	I-DATE
wn-0001	0	6	2004	2004	NUM	CD	nummod	3	I-DATE
wn-0001	0	7	by	by	ADP	IN	prep	1	O
wn-0001	0	8	Boeing	Boeing	PROPN	NNP	pobj	7	B-ORG
wn-0001	0	9	with	with	ADP	IN	prep	1	O
wn-0001	0	10	a	a	DET	DT	det	17	O
wn-0001	0	11	new	new	ADJ	JJ	amod	17	O
wn-0001	0	12	""""	""""	PUNCT	``	punct	17	O
wn-0001	0	13	Delta	Delta	PROPN	NNP	nmod	15	B-SPACECRAFT
wn-0001	0	14	IV	IV	PROPN	NNP	nmod	15	I-SPACECRAFT
wn-0001	0	15	Heavy	Heavy	PROPN	NNP	nmod	17	I-SPACECRAFT
wn-0001	0	16	""""	""""	PUNCT	''	punct	17	O
wn-0001	0	17	rocket	rocket	NOUN	NN	pobj	9	O
wn-0001	0	18	from	from	ADP	IN	prep	17	O
wn-0001	0	19	Cape	Cape	PROPN	NNP	compound	20	B-FAC
wn-0001	0	20	Canaveral	Canaveral	PROPN	NNP	pobj	18	I-FAC
wn-0001	0	21	failed	fail	VERB	VBD	ROOT	21	O
wn-0001	0	22	to	to	PART	TO	aux	23	O
wn-0001	0	23	place	place	VERB	VB	xcomp	21	O
wn-0001	0	24	a	a	DET	DT	det	28	O
wn-0001	0	25	'	'	PUNCT	``	punct	28	O
wn-0001	0	26	dummy	dummy	ADJ	JJ	amod	28	O
wn-0001	0	27	'	'	PUNCT	''	punct	28	O
wn-0001	0	28	satellite	satellite	NOUN	NN	dobj	23	O
wn-0001	0	29	into	into	ADP	IN	prep	23	O
wn-0001	0	30	its	its	PRON	PRP$	poss	32	O
wn-0001	0	31	intended	intended	ADJ	JJ	amod	32	O
wn-0001	0	32	orbit	orbit	NOUN	NN	pobj	29	O
wn-0001	0	33	,	,	PUNCT	,	punct	21	O
wn-0001	0	34	but	but	CCONJ	CC	cc	21	O
wn-0001	0	35	the	the	DET	DT	det	36	O
wn-0001	0	36	launch	launch	NOUN	NN	nsubjpass	38	O
wn-0001	0	37	was	be	AUX	VBD	auxpass	38	O
wn-0001	0	38	considered	consider	VERB	VBN	conj	21	O
wn-0001	0	39	successful	successful	ADJ	JJ	oprd	38	O
wn-0001	0	40	by	by	ADP	IN	agent	38	O
wn-0001	0	41	Air	Air	PROPN	NNP	compound	42	B-ORG
wn-0001	0	42	Force	Force	PROPN	NNP	compound	43	I-ORG
wn-0001	0	43	officials	official	NOUN	NNS	pobj	40	O
wn-0001	0	44	.	.	PUNCT	.	punct	38	O
wn-0001	1	46	The	the	DET	DT	det	48	O
wn-0001	1	47	dummy	dummy	ADJ	JJ	amod	48	O
wn-0001	1	48	satellite	satellite	NOUN	NN	nsubj	54	O
wn-0001	1	49	,	,	PUNCT	,	punct	48	O
wn-0001	1	50	the	the	DET	DT	det	51	O
wn-0001	1	51	purpose	purpose	NOUN	NN	nsubj	54	O
wn-0001	1	52	of	of	ADP	IN	prep	51	O
wn-0001	1	53	which	which	PRON	WDT	pobj	52	O
wn-0001	1	54	was	be	AUX	VBD	ROOT	54	O
wn-0001	1	55	to	to	PART	TO	aux	56	O
wn-0001	1	56	monitor	monitor	VERB	VB	xcomp	54	O
wn-0001	1	57	the	the	DET	DT	det	60	O
wn-0001	1	58	Delta	Delta	PROPN	NNP	compound	59	B-SPACECRAFT
wn-0001	1	59	IV	IV	PROPN	NNP	compound	60	I-SPACECRAFT
wn-0001	1	60	launch	launch	NOUN	NN	dobj	56	O
wn-0001	1	61	,	,	PUNCT	,	punct	56	O
wn-0001	1	62	as	as	ADV	RB	advmod	64	O
wn-0001	1	63	well	well	ADV	RB	advmod	64	O
wn-0001	1	64	as	as	ADP	IN	cc	56	O
wn-0001	1	65	two	two	NUM	CD	nummod	67	B-CARDINAL
wn-0001	1	66	experimental	experimental	ADJ	JJ	amod	67	O
wn-0001	1	67	nanosatellites	nanosatellite	NOUN	NNS	dobj	56	O
wn-0001	1	68	,	,	PUNCT	,	punct	67	O
wn-0001	1	69	provided	provide	VERB	VBN	acl	67	O
wn-0001	1	70	by	by	ADP	IN	agent	69	O
wn-0001	1	71	the	the	DET	DT	det	76	B-ORG
wn-0001	1	72	U.S.	U.S.	PROPN	NNP	compound	76	I-ORG
wn-0001	1	73	Air	Air	PROPN	NNP	compound	74	I-ORG
wn-0001	1	74	Force	Force	PROPN	NNP	compound	76	I-ORG
wn-0001	1	75	Research	Research	PROPN	NNP	compound	76	I-ORG
wn-0001	1	76	Laboratory	Laboratory	PROPN	NNP	pobj	70	I-ORG
wn-0001	1	77	to	to	PART	TO	aux	78	O
wn-0001	1	78	take	take	VERB	VB	advcl	69	O
wn-0001	1	79	digital	digital	ADJ	JJ	amod	80	O
wn-0001	1	80	photos	photo	NOUN	NNS	dobj	78	O
wn-0001	1	81	of	of	ADP	IN	prep	80	O
wn-0001	1	82	cloud	cloud	NOUN	NN	amod	83	O
wn-0001	1	83	formations	formation	NOUN	NNS	pobj	81	O
wn-0001	1	84	and	and	CCONJ	CC	cc	78	O
wn-0001	1	85	to	to	PART	TO	aux	86	O
wn-0001	1	86	test	test	VERB	VB	conj	78	O
wn-0001	1	87	the	the	DET	DT	det	88	O
wn-0001	1	88	effectiveness	effectiveness	NOUN	NN	dobj	86	O
wn-0001	1	89	of	of	ADP	IN	prep	88	O
wn-0001	1	90	materials	material	NOUN	NNS	pobj	89	O
wn-0001	1	91	in	in	ADP	IN	prep	90	O
wn-0001	1	92	spacecraft	spacecraft	NOUN	NN	pobj	91	O
wn-0001	1	93	,	,	PUNCT	,	punct	54	O
wn-0001	1	94	were	be	AUX	VBD	auxpass	95	O
wn-0001	1	95	lost	lose	VERB	VBN	ccomp	54	O
wn-0001	1	96	.	.	PUNCT	.	punct	95	O
wn-0001	2	98	Boeing	Boeing	PROPN	NNP	poss	101	B-ORG
wn-0001	2	99	's	's	PART	POS	case	98	O
wn-0001	2	100	Vice	Vice	PROPN	NNP	compound	101	O
wn-0001	2	101	President	President	PROPN	NNP	nsubj	110	O
wn-0001	2	102	for	for	ADP	IN	prep	101	O
wn-0001	2	103	Expendable	Expendable	PROPN	NNP	compound	105	B-ORG
wn-0001	2	104	Launch	Launch	PROPN	NNP	compound	105	I-ORG
wn-0001	2	105	Systems	Systems	PROPN	NNP	pobj	102	I-ORG
wn-0001	2	106	,	,	PUNCT	,	punct	105	O
wn-0001	2	107	Dan	Dan	PROPN	NNP	compound	108	B-PERSON
wn-0001	2	108	Collins	Collins	PROPN	NNP	appos	105	I-PERSON
wn-0001	2	109	,	,	PUNCT	,	punct	101	O
wn-0001	2	110	said	say	VERB	VBD	ROOT	110	O
wn-0001	2	111	that	that	SCONJ	IN	mark	116	O
wn-0001	2	112	the	the	DET	DT	det	114	O
wn-0001	2	113	rocket	rocket	NOUN	NN	compound	114	O
wn-0001	2	114	malfunction	malfunction	NOUN	NN	nsubjpass	116	O
wn-0001	2	115	was	be	AUX	VBD	auxpass	116	O
wn-0001	2	116	caused	cause	VERB	VBN	ccomp	110	O
wn-0001	2	117	by	by	ADP	IN	agent	116	O
wn-0001	2	118	a	a	DET	DT	det	122	O
wn-0001	2	119	shorter	short	ADJ	JJR	amod	121	O
wn-0001	2	120	first	first	ADJ	JJ	amod	121	B-ORDINAL
wn-0001	2	121	stage	stage	NOUN	NN	compound	122	O
wn-0001	2	122	burn	burn	NOUN	NN	pobj	117	O
wn-0001	2	123	then	then	ADV	RB	advmod	125	O
wn-0001	2	124	was	be	AUX	VBD	auxpass	125	O
wn-0001	2	125	expected	expect	VERB	VBN	ccomp	110	O
wn-0001	2	126	.	.	PUNCT	.	punct	110	O
wn-0001	3	127	This	this	PRON	DT	nsubjpass	129	O
wn-0001	3	128	was	be	AUX	VBD	auxpass	129	O
wn-0001	3	129	compensated	compensate	VERB	VBN	ROOT	129	O
wn-0001	3	130	for	for	ADP	IN	prep	129	O
wn-0001	3	131	during	during	ADP	IN	prep	129	O
wn-0001	3	132	flight	flight	NOUN	NN	pobj	131	O
wn-0001	3	133	,	,	PUNCT	,	punct	141	O
wn-0001	3	134	however	however	ADV	RB	advmod	141	O
wn-0001	3	135	the	the	DET	DT	det	136	O
wn-0001	3	136	fuel	fuel	NOUN	NN	nsubj	141	O
wn-0001	3	137	lost	lose	VERB	VBD	acl	136	O
wn-0001	3	138	in	in	ADP	IN	prep	137	O
wn-0001	3	139	the	the	DET	DT	det	140	O
wn-0001	3	140	process	process	NOUN	NN	pobj	138	O
wn-0001	3	141	limited	limit	VERB	VBD	conj	129	O
wn-0001	3	142	final	final	ADJ	JJ	amod	143	O
wn-0001	3	143	stages	stage	NOUN	NNS	dobj	141	O
wn-0001	3	144	of	of	ADP	IN	prep	143	O
wn-0001	3	145	the	the	DET	DT	det	146	O
wn-0001	3	146	burn	burn	NOUN	NN	pobj	144	O
wn-0001	3	147	and	and	CCONJ	CC	cc	141	O
wn-0001	3	148	was	be	AUX	VBD	conj	141	O
wn-0001	3	149	responsible	responsible	ADJ	JJ	acomp	148	O
wn-0001	3	150	for	for	SCONJ	IN	mark	154	O
wn-0001	3	151	the	the	DET	DT	det	152	O
wn-0001	3	152	payload	payload	NOUN	NN	nsubj	154	O
wn-0001	3	153	not	not	PART	RB	neg	154	O
wn-0001	3	154	achieving	achieve	VERB	VBG	advcl	148	O
wn-0001	3	155	orbit	orbit	NOUN	NN	dobj	154	O
wn-0001	4	157	A	a	DET	DT	det	159	O
wn-0001	4	158	Boeing	Boeing	PROPN	NNP	compound	159	B-ORG
wn-0001	4	159	spokesman	spokesman	NOUN	NN	nsubj	164	O
wn-0001	4	160	,	,	PUNCT	,	punct	159	O
wn-0001	4	161	Robert	Robert	PROPN	NNP	compound	162	B-PERSON
wn-0001	4	162	Villanueva	Villanueva	PROPN	NNP	appos	159	I-PERSON
wn-0001	4	163	,	,	PUNCT	,	punct	159	O
wn-0001	4	164	agreed	agree	VERB	VBD	ROOT	164	O
wn-0001	4	165	that	that	SCONJ	IN	mark	170	O
wn-0001	4	166	many	many	ADJ	JJ	amod	168	O
wn-0001	4	167	flight	flight	NOUN	NN	compound	168	O
wn-0001	4	168	objectives	objective	NOUN	NNS	nsubjpass	170	O
wn-0001	4	169	were	be	AUX	VBD	auxpass	170	O
wn-0001	4	170	achieved	achieve	VERB	VBN	ccomp	164	O
wn-0001	4	171	,	,	PUNCT	,	punct	164	O
wn-0001	4	172	but	but	CCONJ	CC	cc	164	O
wn-0001	4	173	did	do	AUX	VBD	aux	175	O
wn-0001	4	174	not	not	PART	RB	neg	175	O
wn-0001	4	175	call	call	VERB	VB	conj	164	O
wn-0001	4	176	the	the	DET	DT	det	177	O
wn-0001	4	177	launch	launch	NOUN	NN	dobj	175	O
wn-0001	4	178	a	a	DET	DT	det	179	O
wn-0001	4	179	success	success	NOUN	NN	oprd	175	O
wn-0001	4	180	.	.	PUNCT	.	punct	164	O
wn-0001	5	181	""""	""""	PUNCT	``	punct	203	O
wn-0001	5	182	We	we	PRON	PRP	nsubj	184	O
wn-0001	5	183	do	do	AUX	VBP	aux	184	O
wn-0001	5	184	have	have	VERB	VB	ccomp	203	O
wn-0001	5	185	an	an	DET	DT	det	187	O
wn-0001	5	186	outstanding	outstanding	ADJ	JJ	amod	187	O
wn-0001	5	187	issue	issue	NOUN	NN	dobj	184	O
wn-0001	5	188	we	we	PRON	PRP	nsubj	189	O
wn-0001	5	189	need	need	VERB	VBP	relcl	187	O
wn-0001	5	190	to	to	PART	TO	aux	191	O
wn-0001	5	191	work	work	VERB	VB	xcomp	189	O
wn-0001	5	192	on	on	ADP	RP	prep	191	O
wn-0001	5	193	before	before	ADP	IN	prep	191	O
wn-0001	5	194	our	our	PRON	PRP$	poss	197	O
wn-0001	5	195	first	first	ADJ	JJ	amod	197	B-ORDINAL
wn-0001	5	196	operational	operational	ADJ	JJ	amod	197	O
wn-0001	5	197	launch	launch	NOUN	NN	pobj	193	O
wn-0001	5	198	next	next	ADJ	JJ	amod	199	B-DATE
wn-0001	5	199	year	year	NOUN	NN	npadvmod	197	I-DATE
wn-0001	5	200	,	,	PUNCT	,	punct	203	O
wn-0001	5	201	""""	""""	PUNCT	''	punct	203	O
wn-0001	5	202	Villanueva	Villanueva	PROPN	NNP	nsubj	203	B-ORG
wn-0001	5	203	said	say	VERB	VBD	ROOT	203	O
wn-0001	5	204	.	.	PUNCT	.	punct	203	O
wn-0001	6	206	Boeing	Boeing	PROPN	NNP	nsubjpass	208	B-ORG
wn-0001	6	207	was	be	AUX	VBD	auxpass	208	O
wn-0001	6	208	paid	pay	VERB	VBN	ROOT	208	O
wn-0001	6	209	at	at	ADP	IN	advmod	210	B-MONEY
wn-0001	6	210	least	least	ADV	RBS	advmod	213	I-MONEY
wn-0001	6	211	$	$	SYM	$	quantmod	213	I-MONEY
wn-0001	6	212	140	140	NUM	CD	compound	213	I-MONEY
wn-0001	6	213	million	million	NUM	CD	dobj	208	I-MONEY
wn-0001	6	214	by	by	ADP	IN	agent	208	O
wn-0001	6	215	the	the	DET	DT	det	218	B-ORG
wn-0001	6	216	U.S.	U.S.	PROPN	NNP	compound	218	I-ORG
wn-0001	6	217	Air	Air	PROPN	NNP	compound	218	I-ORG
wn-0001	6	218	Force	Force	PROPN	NNP	pobj	214	I-ORG
wn-0001	6	219	to	to	PART	TO	aux	220	O
wn-0001	6	220	place	place	VERB	VB	advcl	208	O
wn-0001	6	221	a	a	DET	DT	det	225	O
wn-0001	6	222	'	'	PUNCT	``	punct	225	O
wn-0001	6	223	dummy	dummy	ADJ	JJ	amod	225	O
wn-0001	6	224	'	'	PUNCT	''	punct	225	O
wn-0001	6	225	satellite	satellite	NOUN	NN	dobj	220	O
wn-0001	6	226	into	into	ADP	IN	prep	220	O
wn-0001	6	227	geosynchronous	geosynchronous	ADJ	JJ	amod	228	O
wn-0001	6	228	orbit	orbit	NOUN	NN	pobj	226	O
wn-0001	6	229	,	,	PUNCT	,	punct	228	O
wn-0001	6	230	22,300	22,300	NUM	CD	nummod	231	B-QUANTITY
wn-0001	6	231	miles	mile	NOUN	NNS	npadvmod	232	I-QUANTITY
wn-0001	6	232	from	from	ADP	IN	prep	220	O
wn-0001	6	233	Earth	Earth	PROPN	NNP	pobj	232	B-CELESTIAL
wn-0001	6	234	,	,	PUNCT	,	punct	208	O
wn-0001	6	235	according	accord	VERB	VBG	prep	208	O
wn-0001	6	236	to	to	ADP	IN	prep	235	O
wn-0001	6	237	the	the	DET	DT	det	238	O
wn-0001	6	238	FAA	FAA	PROPN	NNP	pobj	236	B-ORG
wn-0001	6	239	.	.	PUNCT	.	punct	208	O
wn-0001	7	240	The	the	DET	DT	det	241	O
wn-0001	7	241	launch	launch	NOUN	NN	nsubj	242	O
wn-0001	7	242	was	be	AUX	VBD	ROOT	242	O
wn-0001	7	243	a	a	DET	DT	det	244	O
wn-0001	7	244	demonstration	demonstration	NOUN	NN	attr	242	O
wn-0001	7	245	for	for	ADP	IN	prep	244	O
wn-0001	7	246	the	the	DET	DT	det	248	B-ORG
wn-0001	7	247	Air	Air	PROPN	NNP	compound	248	I-ORG
wn-0001	7	248	Force	Force	PROPN	NNP	poss	253	I-ORG
wn-0001	7	249	's	's	PART	POS	case	248	I-ORG
wn-0001	7	250	Evolved	Evolved	PROPN	NNP	amod	253	O
wn-0001	7	251	Expendable	Expendable	PROPN	NNP	compound	252	O
wn-0001	7	252	Launch	Launch	PROPN	NNP	compound	253	O
wn-0001	7	253	Vehicle	Vehicle	PROPN	NNP	nmod	257	O
wn-0001	7	254	(	(	PUNCT	-LRB-	punct	253	O
wn-0001	7	255	EELV	EELV	PROPN	NNP	nmod	257	B-ORG
wn-0001	7	256	)	)	PUNCT	-RRB-	punct	257	O
wn-0001	7	257	program	program	NOUN	NN	pobj	245	O
wn-0001	7	258	.	.	PUNCT	.	punct	242	O
wn-0001	8	260	Collins	Collins	PROPN	NNP	nsubj	262	B-PERSON
wn-0001	8	261	also	also	ADV	RB	advmod	262	O
wn-0001	8	262	reported	report	VERB	VBD	ROOT	262	O
wn-0001	8	263	,	,	PUNCT	,	punct	262	O
wn-0001	8	264	""""	""""	PUNCT	``	punct	262	O
wn-0001	8	265	We	we	PRON	PRP	nsubj	267	O
wn-0001	8	266	now	now	ADV	RB	advmod	267	O
wn-0001	8	267	have	have	VERB	VBP	ccomp	262	O
wn-0001	8	268	enough	enough	ADJ	JJ	amod	269	O
wn-0001	8	269	information	information	NOUN	NN	dobj	267	O
wn-0001	8	270	and	and	CCONJ	CC	cc	269	O
wn-0001	8	271	confidence	confidence	NOUN	NN	conj	269	O
wn-0001	8	272	in	in	ADP	IN	prep	269	O
wn-0001	8	273	the	the	DET	DT	det	276	O
wn-0001	8	274	Delta	Delta	PROPN	NNP	compound	276	B-SPACECRAFT
wn-0001	8	275	IV	IV	PROPN	NNP	compound	276	I-SPACECRAFT
wn-0001	8	276	Heavy	Heavy	PROPN	NNP	pobj	272	I-SPACECRAFT
wn-0001	8	277	to	to	PART	TO	aux	278	O
wn-0001	8	278	move	move	VERB	VB	acl	269	O
wn-0001	8	279	forward	forward	ADV	RB	advmod	278	O
wn-0001	8	280	with	with	ADP	IN	prep	278	O
wn-0001	8	281	preparations	preparation	NOUN	NNS	pobj	280	O
wn-0001	8	282	for	for	ADP	IN	prep	281	O
wn-0001	8	283	the	the	DET	DT	det	288	O
wn-0001	8	284	upcoming	upcoming	ADJ	JJ	amod	288	O
wn-0001	8	285	Defense	Defense	PROPN	NNP	compound	286	B-ORG
wn-0001	8	286	Support	Support	PROPN	NNP	compound	287	I-ORG
wn-0001	8	287	Program	Program	PROPN	NNP	compound	288	I-ORG
wn-0001	8	288	launch	launch	NOUN	NN	pobj	282	O
wn-0001	8	289	in	in	ADP	IN	prep	278	O
wn-0001	8	290	2005	2005	NUM	CD	pobj	289	B-DATE
wn-0001	8	291	.	.	PUNCT	.	punct	262	O
wn-0001	9	292	The	the	DET	DT	det	293	O
wn-0001	9	293	mission	mission	NOUN	NN	nsubj	295	O
wn-0001	9	294	has	have	AUX	VBZ	aux	295	O
wn-0001	9	295	met	meet	VERB	VBN	ROOT	295	O
wn-0001	9	296	all	all	DET	PDT	predet	299	O
wn-0001	9	297	its	its	PRON	PRP$	poss	299	O
wn-0001	9	298	major	major	ADJ	JJ	amod	299	O
wn-0001	9	299	objectives	objective	NOUN	NNS	dobj	295	O
wn-0001	9	300	.	.	PUNCT	.	punct	295	O
wn-0001	10	301	The	the	DET	DT	det	304	B-ORG
wn-0001	10	302	US	US	PROPN	NNP	compound	304	I-ORG
wn-0001	10	303	Air	Air	PROPN	NNP	compound	304	I-ORG
wn-0001	10	304	Force	Force	PROPN	NNP	nsubj	306	I-ORG
wn-0001	10	305	-	-	PUNCT	,	punct	306	O
wn-0001	10	306	was	be	AUX	VBD	ROOT	306	O
wn-0001	10	307	very	very	ADV	RB	advmod	310	O
wn-0001	10	308	,	,	PUNCT	,	punct	310	O
wn-0001	10	309	very	very	ADV	RB	advmod	310	O
wn-0001	10	310	happy	happy	ADJ	JJ	acomp	306	O
wn-0001	10	311	.	.	PUNCT	.	punct	306	O
wn-0001	11	312	""""	""""	PUNCT	``	ROOT	312	O
wn-0001	12	314	The	the	DET	DT	det	318	O
wn-0001	12	315	23	23	NUM	CD	nummod	317	B-CARDINAL
wn-0001	12	316	-	-	PUNCT	HYPH	punct	317	O
wn-0001	12	317	story	story	NOUN	NN	compound	318	O
wn-0001	12	318	rocket	rocket	NOUN	NN	nsubj	331	O
wn-0001	12	319	,	,	PUNCT	,	punct	318	O
wn-0001	12	320	a	a	DET	DT	det	324	O
wn-0001	12	321	heavy	heavy	ADJ	JJ	amod	323	O
wn-0001	12	322	-	-	PUNCT	HYPH	punct	323	O
wn-0001	12	323	lift	lift	NOUN	NN	compound	324	O
wn-0001	12	324	variant	variant	NOUN	NN	appos	318	O
wn-0001	12	325	of	of	ADP	IN	prep	324	O
wn-0001	12	326	the	the	DET	DT	det	329	O
wn-0001	12	327	Delta	Delta	PROPN	NNP	nmod	329	O
wn-0001	12	328	4	4	NUM	CD	nummod	327	O
wn-0001	12	329	family	family	NOUN	NN	pobj	325	O
wn-0001	12	330	,	,	PUNCT	,	punct	318	O
wn-0001	12	331	lifted	lift	VERB	VBD	ROOT	331	O
wn-0001	12	332	off	off	ADP	RP	prt	331	O
wn-0001	12	333	from	from	ADP	IN	prep	331	O
wn-0001	12	334	Cape	Cape	PROPN	NNP	compound	338	B-FAC
wn-0001	12	335	Canaveral	Canaveral	PROPN	NNP	compound	338	I-FAC
wn-0001	12	336	Air	Air	PROPN	NNP	compound	337	I-FAC
wn-0001	12	337	Force	Force	PROPN	NNP	compound	338	I-FAC
wn-0001	12	338	Station	Station	PROPN	NNP	pobj	333	I-FAC
wn-0001	12	339	in	in	ADP	IN	prep	338	O
wn-0001	12	340	Florida	Florida	PROPN	NNP	pobj	339	B-GPE
wn-0001	12	341	on	on	ADP	IN	prep	331	O
wn-0001	12	342	Dec.	Dec.	PROPN	NNP	pobj	341	B-DATE
wn-0001	12	343	21	21	NUM	CD	nummod	342	I-DATE
wn-0001	12	344	at	at	ADP	IN	prep	331	O
wn-0001	12	345	4:50	4:50	NUM	CD	nummod	346	B-TIME
wn-0001	12	346	p.m.	p.m.	NOUN	NN	pobj	344	I-TIME
wn-0001	12	347	(	(	PUNCT	-LRB-	punct	346	O
wn-0001	12	348	2150	2150	NUM	CD	nummod	349	B-CARDINAL
wn-0001	12	349	GMT	GMT	PROPN	NNP	appos	346	B-ORG
wn-0001	12	350	)	)	PUNCT	-RRB-	punct	346	O
wn-0001	12	351	.	.	PUNCT	.	punct	331	O
wn-0001	13	352	The	the	DET	DT	det	353	O
wn-0001	13	353	launch	launch	NOUN	NN	nsubjpass	355	O
wn-0001	13	354	was	be	AUX	VBD	auxpass	355	O
wn-0001	13	355	delayed	delay	VERB	VBN	ROOT	355	O
wn-0001	13	356	three	three	NUM	CD	nummod	357	B-CARDINAL
wn-0001	13	357	times	time	NOUN	NNS	npadvmod	355	O
wn-0001	13	358	in	in	ADP	IN	prep	355	O
wn-0001	13	359	December	December	PROPN	NNP	pobj	358	B-DATE
wn-0001	13	360	due	due	ADP	IN	prep	355	O
wn-0001	13	361	to	to	ADP	IN	pcomp	360	O
wn-0001	13	362	weather	weather	NOUN	NN	compound	363	O
wn-0001	13	363	problems	problem	NOUN	NNS	pobj	360	O
wn-0001	13	364	and	and	CCONJ	CC	cc	363	O
wn-0001	13	365	technical	technical	ADJ	JJ	amod	366	O
wn-0001	13	366	glitches	glitch	NOUN	NNS	conj	363	O
wn-0001	13	367	.	.	PUNCT	.	punct	355	O
wn-0001	14	369	The	the	DET	DT	det	372	O
wn-0001	14	370	Delta	Delta	PROPN	NNP	compound	372	B-SPACECRAFT
wn-0001	14	371	IV	IV	PROPN	NNP	compound	372	I-SPACECRAFT
wn-0001	14	372	Heavy	Heavy	PROPN	NNP	nsubjpass	374	I-SPACECRAFT
wn-0001	14	373	is	be	AUX	VBZ	auxpass	374	O
wn-0001	14	374	scheduled	schedule	VERB	VBN	ROOT	374	O
wn-0001	14	375	to	to	PART	TO	aux	376	O
wn-0001	14	376	carry	carry	VERB	VB	xcomp	374	O
wn-0001	14	377	the	the	DET	DT	det	385	O
wn-0001	14	378	final	final	ADJ	JJ	amod	385	O
wn-0001	14	379	Defense	Defense	PROPN	NNP	compound	380	B-ORG
wn-0001	14	380	Support	Support	PROPN	NNP	compound	381	I-ORG
wn-0001	14	381	Program	Program	PROPN	NNP	compound	382	I-ORG
wn-0001	14	382	missile	missile	NOUN	NN	compound	383	O
wn-0001	14	383	launch	launch	NOUN	NN	compound	384	O
wn-0001	14	384	detection	detection	NOUN	NN	compound	385	O
wn-0001	14	385	satellite	satellite	NOUN	NN	dobj	376	O
wn-0001	14	386	to	to	PART	TO	aux	387	O
wn-0001	14	387	orbit	orbit	VERB	VB	advcl	376	O
wn-0001	14	388	this	this	DET	DT	det	389	B-DATE
wn-0001	14	389	August	August	PROPN	NNP	npadvmod	387	I-DATE
wn-0001	14	390	.	.	PUNCT	.	punct	374	O
wn-0001	15	391	A	a	DET	DT	det	396	O
wn-0001	15	392	National	National	PROPN	NNP	compound	394	B-ORG
wn-0001	15	393	Reconnaissance	Reconnaissance	PROPN	NNP	compound	394	I-ORG
wn-0001	15	394	Office	Office	PROPN	NNP	nmod	396	I-ORG
wn-0001	15	395	classified	classify	VERB	VBN	amod	396	O
wn-0001	15	396	payload	payload	NOUN	NN	nsubjpass	398	O
wn-0001	15	397	is	be	AUX	VBZ	auxpass	398	O
wn-0001	15	398	set	set	VERB	VBN	ROOT	398	O
wn-0001	15	399	to	to	PART	TO	aux	400	O
wn-0001	15	400	be	be	AUX	VB	xcomp	398	O
wn-0001	15	401	aboard	aboard	ADP	IN	prep	400	O
wn-0001	15	402	the	the	DET	DT	det	405	O
wn-0001	15	403	second	second	ADJ	JJ	amod	405	B-ORDINAL
wn-0001	15	404	operational	operational	ADJ	JJ	amod	405	O
wn-0001	15	405	launch	launch	NOUN	NN	pobj	401	O
wn-0001	15	406	scheduled	schedule	VERB	VBN	acl	405	O
wn-0001	15	407	for	for	ADP	IN	prep	406	O
wn-0001	15	408	December	December	PROPN	NNP	pobj	407	B-DATE
wn-0001	15	409	2005	2005	NUM	CD	nummod	408	I-DATE
wn-0001	15	410	.	.	PUNCT	.	punct	398	O
wn-0002	0	0	A	a	DET	DT	det	1	O
wn-0002	0	1	launch	launch	NOUN	NN	nsubj	21	O
wn-0002	0	2	on	on	ADP	IN	prep	1	O
wn-0002	0	3	December	December	PROPN	NNP	pobj	2	B-DATE
wn-0002	0	4	21	21	NUM	CD	nummod	3	I-DATE
wn-0002	0	5	,	,	PUNCT	,	punct	3	I-DATE
