doc_id,sent_id,relation,subj,subj_canonical,subj_label,subj_key,obj,obj_canonical,obj_label,obj_key,trigger,pattern,confidence,source,sentence
wn-0256,3,LAUNCHED_FROM,PSLV,PSLV,SPACECRAFT,SPACECRAFT:PSLV,Satish Dhawan Space Centre,Satish Dhawan Space Centre,FAC,FAC:Satish Dhawan Space Centre,launched,verb_prep,0.82,rule,The PSLV successfully launched from Satish Dhawan Space Centre at 3:45 a.m.
wn-0262,0,LAUNCHED_BY,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,Russian Federal Space Agency,Roscosmos,ORG,ORG:Roscosmos,launched,path_trigger,0.4,rule,"Progress spacecraft M-63, serial number 363, also designated Progress 28P, has been launched by the Russian Federal Space Agency on a mission to resupply the International Space Station."
wn-0262,2,LAUNCHED_BY,Space Shuttle Atlantis,Space Shuttle Atlantis,SPACECRAFT,SPACECRAFT:Space Shuttle Atlantis,STS-122,STS-122,ORG,ORG:STS-122,launch,path_trigger,0.4,rule,"The spacecraft will dock with the space station on Thursday, a few hours ahead of the scheduled launch of Space Shuttle Atlantis on STS-122, with the Columbus module, a new laboratory which will enhance the outpost's research capabilities."
wn-0263,0,LAUNCHED_FROM,Space Shuttle Atlantis,Space Shuttle Atlantis,SPACECRAFT,SPACECRAFT:Space Shuttle Atlantis,Kennedy Space Center,Kennedy Space Center,FAC,FAC:Kennedy Space Center,launch,verb_prep,0.82,rule,"The United States Space Shuttle Atlantis and the European space station module Columbus are ready for launch from the Kennedy Space Center in Florida, although NASA and ESA have said that there is only a “40 percent chance of acceptable conditions at launch times.”"
wn-0264,0,LAUNCHED_FROM,Space Shuttle Atlantis,Space Shuttle Atlantis,SPACECRAFT,SPACECRAFT:Space Shuttle Atlantis,Kennedy Space Center,Kennedy Space Center,FAC,FAC:Kennedy Space Center,launched,verb_prep,0.82,rule,Space Shuttle Atlantis has launched from LC-39A at the Kennedy Space Center on mission STS-122 to deliver the European Columbus module to the International Space Station.
wn-0266,0,CREWED_BY,Space Shuttle,Space Shuttle,SPACECRAFT,SPACECRAFT:Space Shuttle,Rex Walheim,Rex Walheim,PERSON,PERSON:Rex Walheim,crew,path_trigger,0.4,rule,"A spacewalk was conducted today by astronauts Rex Walheim and Stan Love, members of the STS-122 Space Shuttle crew, to install the new Columbus module onto the International Space Station."
wn-0266,0,CREWED_BY,Space Shuttle,Space Shuttle,SPACECRAFT,SPACECRAFT:Space Shuttle,Stan Love,Stan Love,PERSON,PERSON:Stan Love,crew,path_trigger,0.4,rule,"A spacewalk was conducted today by astronauts Rex Walheim and Stan Love, members of the STS-122 Space Shuttle crew, to install the new Columbus module onto the International Space Station."
wn-0270,3,DESTINATION,Space Shuttle,Space Shuttle,SPACECRAFT,SPACECRAFT:Space Shuttle,Earth,Earth,CELESTIAL,CELESTIAL:Earth,return,path_trigger,0.4,rule,"The goals of the spacewalk were to install two experiments onto the outside of the newly delivered Columbus module of the space station, and to load a failed gyroscope onto the visiting Space Shuttle, Atlantis, for return to Earth next Wednesday."
wn-0278,4,CREWED_BY,ISS,ISS,SPACECRAFT,SPACECRAFT:ISS,Reisman,Reisman,PERSON,PERSON:Reisman,member,path_trigger,0.4,rule,"Reisman, a member of the ISS Expedition 16 and 17 crews, will remain aboard the Space Station, replacing Léopold Eyharts who launched aboard STS-122 last month."
wn-0279,4,LAUNCHED_FROM,Atlas V,Atlas V,SPACECRAFT,SPACECRAFT:Atlas V,Vandenberg,Vandenberg,FAC,FAC:Vandenberg,launch,verb_prep,0.82,rule,"Today's flight marks the thirteenth launch of the Atlas V, and the first Atlas V launch from Vandenberg."
wn-0280,0,LAUNCHED_BY,Proton,Proton,SPACECRAFT,SPACECRAFT:Proton,SES Americom,SES Americom,ORG,ORG:SES Americom,launched,path_trigger,0.4,rule,"At 23:18:55 GMT this evening, a Russian Proton-M/Briz-M rocket launched from Area 200/39 at the Baikonur Cosmodrome in Kazakhstan, with the AMC-14 satellite for American communications organisation SES Americom."
wn-0280,0,LAUNCHED_FROM,Proton,Proton,SPACECRAFT,SPACECRAFT:Proton,Baikonur Cosmodrome,Baikonur Cosmodrome,FAC,FAC:Baikonur Cosmodrome,launched,verb_prep,0.82,rule,"At 23:18:55 GMT this evening, a Russian Proton-M/Briz-M rocket launched from Area 200/39 at the Baikonur Cosmodrome in Kazakhstan, with the AMC-14 satellite for American communications organisation SES Americom."
wn-0280,0,LAUNCHED_FROM,Proton,Proton,SPACECRAFT,SPACECRAFT:Proton,Kazakhstan,Kazakhstan,GPE,GPE:Kazakhstan,launched,path_trigger,0.4,rule,"At 23:18:55 GMT this evening, a Russian Proton-M/Briz-M rocket launched from Area 200/39 at the Baikonur Cosmodrome in Kazakhstan, with the AMC-14 satellite for American communications organisation SES Americom."
wn-0281,12,ORBITS,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Saturn,Saturn,CELESTIAL,CELESTIAL:Saturn,orbited,active_svo,0.88,rule,"Launched in 1997, Cassini has orbited Saturn since 2004 but has never before flown so close to a moon."
wn-0284,0,OPERATED_BY,Hubble Space Telescope,Hubble Space Telescope,SPACECRAFT,SPACECRAFT:Hubble Space Telescope,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"ESA - C.Carreau NASA's Hubble Space Telescope has detected methane in the atmosphere of a planet 63 light-years away, marking the first discovery of an organic compound on a planet outside our Solar System."
wn-0284,13,OPERATED_BY,Spitzer Space Telescope,Spitzer Space Telescope,SPACECRAFT,SPACECRAFT:Spitzer Space Telescope,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"This discovery also confirmed the presence of water molecules in the planet's atmosphere, which was found by NASA's Spitzer Space Telescope last year using spectroscopy."
wn-0286,0,OPERATED_BY,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,NASA's Cassini spacecraft has discovered evidence that points to the existence of an underground ocean of water and ammonia on Saturn's moon Titan.
wn-0286,8,DESTINATION,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Titan,Titan,CELESTIAL,CELESTIAL:Titan,returned,path_trigger,0.4,rule,"They then searched for these same lakes, canyons and mountains in the reams of data returned by Cassini in its later flybys of Titan."
wn-0292,0,LAUNCHED_FROM,Soyuz,Soyuz,SPACECRAFT,SPACECRAFT:Soyuz,Baikonur Cosmodrome,Baikonur Cosmodrome,FAC,FAC:Baikonur Cosmodrome,launched,path_trigger,0.4,rule,"RussiaAt 11:16 GMT (17:16 local time) this morning, a Russian Soyuz-FG carrier rocket launched from Site 1/5 at the Baikonur Cosmodrome in Kazakhstan, with the Soyuz TMA-12 spacecraft, on a mission to the International Space Station (ISS)."
wn-0292,7,PART_OF,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,Pirs,Pirs,ORG,ORG:Pirs,module,path_trigger,0.4,rule,Docking with the Pirs module of International Space Station is planned for Thursday at 13:00 GMT.
wn-0297,2,ORBITS,Shenzhou,Shenzhou,SPACECRAFT,SPACECRAFT:Shenzhou,Earth,Earth,CELESTIAL,CELESTIAL:Earth,orbit,path_trigger,0.4,rule,"Tianlian-1, also known as Tian Lian 1 and TL-1, a spacecraft tracking and data relay communications satellite, similar in function to the American Tracking and Data Relay Satellites (TDRS), will be used to track and communicate with manned Shenzhou spacecraft in low Earth orbit."
wn-0299,7,LAUNCHED_BY,Titan IV,Titan IV,SPACECRAFT,SPACECRAFT:Titan IV,National Reconnaissance Office,National Reconnaissance Office,ORG,ORG:National Reconnaissance Office,launched,path_trigger,0.4,rule,"Two planetary probes, two commercial satellites, a British military communications satellite, and numerous payloads for the American armed forces were launched from the complex, which ceased operations in April 2005, when the penultimate Titan IV launched the Lacrosse-5 spy satellite for America's National Reconnaissance Office."
wn-0299,7,LAUNCHED_FROM,Titan IV,Titan IV,SPACECRAFT,SPACECRAFT:Titan IV,America,America,GPE,GPE:America,launched,path_trigger,0.4,rule,"Two planetary probes, two commercial satellites, a British military communications satellite, and numerous payloads for the American armed forces were launched from the complex, which ceased operations in April 2005, when the penultimate Titan IV launched the Lacrosse-5 spy satellite for America's National Reconnaissance Office."
wn-0299,9,DESTINATION,Cassini-Huygens,Cassini-Huygens,SPACECRAFT,SPACECRAFT:Cassini-Huygens,Mars,Mars,CELESTIAL,CELESTIAL:Mars,missions,path_trigger,0.4,rule,The Mars Observer and Cassini-Huygens missions to Mars and Saturn respectively were launched from Complex 40.
wn-0299,9,DESTINATION,Cassini-Huygens,Cassini-Huygens,SPACECRAFT,SPACECRAFT:Cassini-Huygens,Saturn,Saturn,CELESTIAL,CELESTIAL:Saturn,missions,path_trigger,0.4,rule,The Mars Observer and Cassini-Huygens missions to Mars and Saturn respectively were launched from Complex 40.
wn-0300,1,LAUNCHED_BY,Soyuz,Soyuz,SPACECRAFT,SPACECRAFT:Soyuz,Russo-European,Russo-European,ORG,ORG:Russo-European,launches,path_trigger,0.4,rule,"The launch was conducted by Starsem, a Russo-European organisation which commercially markets Soyuz-FG and Soyuz-2 launches."
wn-0303,0,ORBITS,Progress,Progress,SPACECRAFT,SPACECRAFT:Progress,Earth,Earth,CELESTIAL,CELESTIAL:Earth,orbit,path_trigger,0.4,rule,"At 20:22:54 GMT yesterday evening, a Russian Soyuz-U carrier rocket lifted off from Launch Complex 1/5 at the Baikonur Cosmodrome in Kazakhstan, and successfully placed a Progress spacecraft into low Earth orbit."
wn-0303,4,CREWED_BY,ISS,ISS,SPACECRAFT,SPACECRAFT:ISS,Sergei Volkov,Sergei Volkov,PERSON,PERSON:Sergei Volkov,crew,noun_of,0.75,rule,"The current crew aboard the ISS are Russians Sergei Volkov and Oleg Kononenko, and American Garrett Reisman, who make up Expedition 17."
wn-0303,4,CREWED_BY,ISS,ISS,SPACECRAFT,SPACECRAFT:ISS,Oleg Kononenko,Oleg Kononenko,PERSON,PERSON:Oleg Kononenko,crew,noun_of,0.75,rule,"The current crew aboard the ISS are Russians Sergei Volkov and Oleg Kononenko, and American Garrett Reisman, who make up Expedition 17."
wn-0303,4,CREWED_BY,ISS,ISS,SPACECRAFT,SPACECRAFT:ISS,Garrett Reisman,Garrett Reisman,PERSON,PERSON:Garrett Reisman,crew,noun_of,0.75,rule,"The current crew aboard the ISS are Russians Sergei Volkov and Oleg Kononenko, and American Garrett Reisman, who make up Expedition 17."
wn-0303,5,LAUNCHED_BY,Space Shuttle Endeavour,Space Shuttle Endeavour,SPACECRAFT,SPACECRAFT:Space Shuttle Endeavour,the Japanese Experiment Module,Japanese Experiment Module,ORG,ORG:Japanese Experiment Module,launch,path_trigger,0.4,rule,"The next manned launch to the Station is planned to occur at the end of the month, when Space Shuttle Endeavour will launch on mission STS-124 with the main pressurised component of the Japanese Experiment Module."
wn-0303,5,LAUNCHED_FROM,Space Shuttle Endeavour,Space Shuttle Endeavour,SPACECRAFT,SPACECRAFT:Space Shuttle Endeavour,STS-124,STS-124,GPE,GPE:STS-124,launch,path_trigger,0.4,rule,"The next manned launch to the Station is planned to occur at the end of the month, when Space Shuttle Endeavour will launch on mission STS-124 with the main pressurised component of the Japanese Experiment Module."
wn-0303,5,PART_OF,Space Shuttle Endeavour,Space Shuttle Endeavour,SPACECRAFT,SPACECRAFT:Space Shuttle Endeavour,the Japanese Experiment Module,Japanese Experiment Module,ORG,ORG:Japanese Experiment Module,component,path_trigger,0.4,rule,"The next manned launch to the Station is planned to occur at the end of the month, when Space Shuttle Endeavour will launch on mission STS-124 with the main pressurised component of the Japanese Experiment Module."
wn-0306,0,OPERATED_BY,Spirit Rover,Spirit Rover,SPACECRAFT,SPACECRAFT:Spirit Rover,NASA,NASA,ORG,ORG:NASA,operated,path_trigger,0.4,rule,"The Spirit Rover, one of two planetary rovers operated by NASA on the planet Mars, has made an important, though unintentional discovery on the red planet, due to a wheel which has been inoperable on the rover making large gouges in the soil of Mars wherever it goes."
wn-0308,0,DESTINATION,Phoenix,Phoenix,SPACECRAFT,SPACECRAFT:Phoenix,Mars,Mars,CELESTIAL,CELESTIAL:Mars,landed,verb_prep,0.82,rule,"NASA's Phoenix spacecraft has landed safely on Mars, following a ten-month flight."
wn-0308,0,OPERATED_BY,Phoenix,Phoenix,SPACECRAFT,SPACECRAFT:Phoenix,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"NASA's Phoenix spacecraft has landed safely on Mars, following a ten-month flight."
wn-0309,0,LAUNCHED_BY,Long March,Long March,SPACECRAFT,SPACECRAFT:Long March,ChinaThe Chinese National Space Administration,ChinaThe Chinese National Space Administration,ORG,ORG:ChinaThe Chinese National Space Administration,launched,active_svo,0.88,rule,"ChinaThe Chinese National Space Administration has launched a Long March 4C carrier rocket, carrying the Fengyun-3A (FY-3A) weather satellite."
wn-0311,88,DESTINATION,Phoenix,Phoenix,SPACECRAFT,SPACECRAFT:Phoenix,Mars,Mars,CELESTIAL,CELESTIAL:Mars,probe,path_trigger,0.4,rule,"When asked by a reporter how he felt about recent NASA successes, including the STS-124 launch, and the landing of the Phoenix probe on Mars last Sunday, he joked that it felt ""so great that not even having to do a press conference, two press conferences in a week can ruin it""."
wn-0316,15,LAUNCHED_FROM,Delta II,Delta II,SPACECRAFT,SPACECRAFT:Delta II,134th,134th,FAC,FAC:134th,launch,path_trigger,0.4,rule,"In total, this is the 136th launch of a Delta II, the 134th successful Delta II launch, and the 81st consecutive success."
wn-0317,0,OPERATED_BY,Phoenix,Phoenix,SPACECRAFT,SPACECRAFT:Phoenix,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,NASA's Phoenix Lander has begun to cook a scoop full of Martian soil.
wn-0322,1,DESTINATION,Phoenix,Phoenix,SPACECRAFT,SPACECRAFT:Phoenix,Mars,Mars,CELESTIAL,CELESTIAL:Mars,landed,path_trigger,0.4,rule,"The Phoenix lander, which landed on Mars on May 25, has confirmed to NASA scientists that the white substance it found while digging a trench on June 15 is water ice."
wn-0322,12,OPERATED_BY,Mars Express,Mars Express,SPACECRAFT,SPACECRAFT:Mars Express,ESA,ESA,ORG,ORG:ESA,ESA,poss,0.62,rule,In June 2007 the ESA's Mars Express spacecraft discovered ice deposits in the South Pole of Mars that are larger than the state of Texas.
wn-0324,0,OPERATED_BY,Mars Reconnaissance Orbiter,Mars Reconnaissance Orbiter,SPACECRAFT,SPACECRAFT:Mars Reconnaissance Orbiter,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"An asteroid the size of Pluto that slammed into the Northern hemisphere of Mars created the Borealis basin, based on the latest survey of NASA's Mars Reconnaissance Orbiter and Mars Global Surveyor."
wn-0325,0,LAUNCHED_FROM,Proton,Proton,SPACECRAFT,SPACECRAFT:Proton,Baikonur Cosmodrome,Baikonur Cosmodrome,FAC,FAC:Baikonur Cosmodrome,launched,path_trigger,0.4,rule,"At 23:59 GMT yesterday, a Russian Proton rocket, with a Block DM-3 upper stage, launched from Site 81/24 at the Baikonur Cosmodrome in Kazakhstan, placing a Prognoz satellite for the Russian Ministry of Defence into a geosynchronous orbit."
wn-0325,0,PART_OF,Proton,Proton,SPACECRAFT,SPACECRAFT:Proton,Block,Block,ORG,ORG:Block,stage,path_trigger,0.4,rule,"At 23:59 GMT yesterday, a Russian Proton rocket, with a Block DM-3 upper stage, launched from Site 81/24 at the Baikonur Cosmodrome in Kazakhstan, placing a Prognoz satellite for the Russian Ministry of Defence into a geosynchronous orbit."
wn-0326,2,LAUNCHED_BY,Ulysses,Ulysses,SPACECRAFT,SPACECRAFT:Ulysses,Inertial Upper Stage,Inertial Upper Stage,ORG,ORG:Inertial Upper Stage,boosted,passive_agent,0.92,rule,"Following separation from Discovery, Ulysses was boosted into a Heliocentric orbit by an Inertial Upper Stage, and a Payload Assist Module."
wn-0327,6,OPERATED_BY,Long March,Long March,SPACECRAFT,SPACECRAFT:Long March,ChinaSat,ChinaSat,ORG,ORG:ChinaSat,operator,path_trigger,0.4,rule,"The satellite was originally named ChinaSat-8, and intended for launch on a Long March 3B carrier rocket by the Chinese satellite operator ChinaSat; this was cancelled due to US ITAR export regulations, with the uncompleted satellite being transferred to ProtoStar."
wn-0327,24,LAUNCHED_BY,Ariane 5,Ariane 5,SPACECRAFT,SPACECRAFT:Ariane 5,ECA,ECA,ORG,ORG:ECA,launch,path_trigger,0.4,rule,"This marked the 40th launch of an Ariane 5, and the 15th of the ECA configuration."
wn-0331,0,DESTINATION,Phoenix,Phoenix,SPACECRAFT,SPACECRAFT:Phoenix,Mars,Mars,CELESTIAL,CELESTIAL:Mars,probe,path_trigger,0.4,rule,Phoenix missionThe Phoenix probe that was sent to Mars has had its mission extended.
wn-0331,8,DESTINATION,Phoenix,Phoenix,SPACECRAFT,SPACECRAFT:Phoenix,Mars,Mars,CELESTIAL,CELESTIAL:Mars,landed,verb_prep,0.82,rule,"The Phoenix probe landed on Mars on May 25 of this year near the north pole of Mars, where the ice was discovered."
wn-0332,8,CREWED_BY,Project Mercury,Project Mercury,SPACECRAFT,SPACECRAFT:Project Mercury,Gordon Cooper,Gordon Cooper,PERSON,PERSON:Gordon Cooper,astronaut,noun_of,0.75,rule,"The remains of several famous individuals were flown, most notably Project Mercury astronaut Gordon Cooper and actor James Doohan, best known for his role as Montgomery Scott in the science fiction television series Star Trek."
wn-0332,8,CREWED_BY,Project Mercury,Project Mercury,SPACECRAFT,SPACECRAFT:Project Mercury,James Doohan,James Doohan,PERSON,PERSON:James Doohan,astronaut,path_trigger,0.4,rule,"The remains of several famous individuals were flown, most notably Project Mercury astronaut Gordon Cooper and actor James Doohan, best known for his role as Montgomery Scott in the science fiction television series Star Trek."
wn-0332,8,CREWED_BY,Project Mercury,Project Mercury,SPACECRAFT,SPACECRAFT:Project Mercury,Montgomery Scott,Montgomery Scott,PERSON,PERSON:Montgomery Scott,astronaut,path_trigger,0.4,rule,"The remains of several famous individuals were flown, most notably Project Mercury astronaut Gordon Cooper and actor James Doohan, best known for his role as Montgomery Scott in the science fiction television series Star Trek."
wn-0338,1,LAUNCHED_BY,Falcon 1,Falcon 1,SPACECRAFT,SPACECRAFT:Falcon 1,UTC,UTC,ORG,ORG:UTC,launched,path_trigger,0.4,rule,"Space Exploration Technologies Corporation (SpaceX) successfully launched and sent into orbit a Falcon 1 rocket, which was launched yesterday at 23:15 UTC from the Ronald Reagan Ballistic Missile Defense Test Site at Kwajalein Atoll in the Pacific Ocean."
wn-0338,1,LAUNCHED_BY,Falcon 1,Falcon 1,SPACECRAFT,SPACECRAFT:Falcon 1,the Ronald Reagan Ballistic Missile Defense Test Site,Ronald Reagan Ballistic Missile Defense Test Site,ORG,ORG:Ronald Reagan Ballistic Missile Defense Test Site,launched,path_trigger,0.4,rule,"Space Exploration Technologies Corporation (SpaceX) successfully launched and sent into orbit a Falcon 1 rocket, which was launched yesterday at 23:15 UTC from the Ronald Reagan Ballistic Missile Defense Test Site at Kwajalein Atoll in the Pacific Ocean."
wn-0340,2,LAUNCHED_FROM,Chandrayaan-1,Chandrayaan-1,SPACECRAFT,SPACECRAFT:Chandrayaan-1,Satish Dhawan Space Centre,Satish Dhawan Space Centre,FAC,FAC:Satish Dhawan Space Centre,launched,verb_prep,0.82,rule,"The Chandrayaan-1 lunar probe was launched from the Satish Dhawan Space Centre at 6:22 am (00:52 UTC) in Sriharikota, which is about 88 km (55 mi) north of the southern Indian city of Chennai."
wn-0343,0,DESTINATION,Phoenix,Phoenix,SPACECRAFT,SPACECRAFT:Phoenix,Mars,Mars,CELESTIAL,CELESTIAL:Mars,Mission,path_trigger,0.4,rule,"Phoenix missionNASA officials have decided to call an end to the Mars Phoenix Mission, after winter took hold of the red planet."
wn-0375,15,PART_OF,Herschel,Herschel,SPACECRAFT,SPACECRAFT:Herschel,Planck,Planck,SPACECRAFT,SPACECRAFT:Planck,instruments,path_trigger,0.4,rule,"Herschel is the largest telescope we have ever put into space and the instruments on Planck will operate at just a tenth of a degree above absolute zero,"" said Lord Drayson, the United Kingdom's science minister, ""This is really cool science happening at mind-blowingly low temperatures, helping to answer some of the basic questions about the history of the universe."
wn-0375,15,PART_OF,Planck,Planck,SPACECRAFT,SPACECRAFT:Planck,Herschel,Herschel,SPACECRAFT,SPACECRAFT:Herschel,instruments,path_trigger,0.4,rule,"Herschel is the largest telescope we have ever put into space and the instruments on Planck will operate at just a tenth of a degree above absolute zero,"" said Lord Drayson, the United Kingdom's science minister, ""This is really cool science happening at mind-blowingly low temperatures, helping to answer some of the basic questions about the history of the universe."
wn-0377,1,LAUNCHED_FROM,Soyuz,Soyuz,SPACECRAFT,SPACECRAFT:Soyuz,Baikonur Cosmodrome,Baikonur Cosmodrome,FAC,FAC:Baikonur Cosmodrome,launched,path_trigger,0.4,rule,"Wednesday, a Russian Soyuz-FG carrier rocket launched from Site 1/5 at the Baikonur Cosmodrome in Kazakhstan, with the Soyuz TMA-15 spacecraft, on a manned spaceflight to the International Space Station (ISS)."
wn-0387,1,OPERATED_BY,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"NASA's Cassini orbiter has sent back remarkable images from Saturn, revealing that the planet's famous rings are far more bumpy than expected."
wn-0387,13,ORBITS,Cassini,Cassini,SPACECRAFT,SPACECRAFT:Cassini,Saturn,Saturn,CELESTIAL,CELESTIAL:Saturn,orbit,np_prep,0.6,rule,"Cassini was launched in 1997, and entered orbit around Saturn in 2004."
wn-0388,4,OPERATED_BY,Spitzer Space Telescope,Spitzer Space Telescope,SPACECRAFT,SPACECRAFT:Spitzer Space Telescope,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"The ring was found with the help of NASA's Spitzer Space Telescope, with details published today in the journal Nature."
wn-0403,9,OPERATED_BY,Space Shuttle,Space Shuttle,SPACECRAFT,SPACECRAFT:Space Shuttle,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"This flight also marks the third-to-last mission of NASA's Space Shuttle program, which is being retired this year."
wn-0422,1,OPERATED_BY,Space Shuttle,Space Shuttle,SPACECRAFT,SPACECRAFT:Space Shuttle,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"NASA's Space Shuttle replacement, the Orion spacecraft, is anticipated to be ready for test flights by 2013."
wn-0425,0,LAUNCHED_FROM,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,Baikonur Cosmodrome,Baikonur Cosmodrome,FAC,FAC:Baikonur Cosmodrome,launch,path_trigger,0.4,rule,"The remaining members of the Expedition 25 crew are set to launch to the International Space Station on Thursday at 7:10 pm EDT from the Baikonur Cosmodrome, which will return the station to its full complement of 6 persons."
wn-0426,1,LAUNCHED_FROM,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,Kazakhstan,Kazakhstan,GPE,GPE:Kazakhstan,launched,path_trigger,0.4,rule,The Soyuz TMA-01M spacecraft launched from Kazakhstan to the International Space Station Thursday with Expedition 25 Astronaut Scott Kelly and Cosmonauts Oleg Skripochka and Alexander Kaleri on board.
wn-0426,3,LAUNCHED_FROM,Soyuz,Soyuz,SPACECRAFT,SPACECRAFT:Soyuz,Baikonur Cosmodrome,Baikonur Cosmodrome,FAC,FAC:Baikonur Cosmodrome,launched,verb_prep,0.82,rule,The Soyuz launched from the Baikonur Cosmodrome.
wn-0426,5,PART_OF,ISS,ISS,SPACECRAFT,SPACECRAFT:ISS,Poisk,Poisk,ORG,ORG:Poisk,module,path_trigger,0.4,rule,Docking is expected to occur at about 8:02 PM EDT (0:02 UTC Sunday) to the Poisk module of the ISS.
wn-0428,8,PART_OF,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,ExPRESS Logistics Carriers,ExPRESS Logistics Carriers,ORG,ORG:ExPRESS Logistics Carriers,Module,path_trigger,0.4,rule,"STS-133 will deliver supplies and components to the International Space Station, including the Permanent Multipurpose Module and the third of four ExPRESS Logistics Carriers."
wn-0431,1,CREWED_BY,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,Fyodor Yurchikhin,Fyodor Yurchikhin,PERSON,PERSON:Fyodor Yurchikhin,crew,path_trigger,0.4,rule,"The Soyuz TMA-19 spacecraft has landed safely today in Kazakhstan with International Space Station crew members Fyodor Yurchikhin, Shannon Walker, and Douglas Wheelock."
wn-0431,1,CREWED_BY,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,Shannon Walker,Shannon Walker,PERSON,PERSON:Shannon Walker,crew,path_trigger,0.4,rule,"The Soyuz TMA-19 spacecraft has landed safely today in Kazakhstan with International Space Station crew members Fyodor Yurchikhin, Shannon Walker, and Douglas Wheelock."
wn-0431,1,CREWED_BY,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,Douglas Wheelock,Douglas Wheelock,PERSON,PERSON:Douglas Wheelock,crew,path_trigger,0.4,rule,"The Soyuz TMA-19 spacecraft has landed safely today in Kazakhstan with International Space Station crew members Fyodor Yurchikhin, Shannon Walker, and Douglas Wheelock."
wn-0434,2,CREWED_BY,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,Tim Kopra,Tim Kopra,PERSON,PERSON:Tim Kopra,member,path_trigger,0.4,rule,"astronaut Tim Kopra, a crew member on the upcoming STS-133 Space Shuttle mission to the International Space Station (ISS), sustained an injury in a bicycle accident over the weekend, possibly breaking his hip."
wn-0434,2,CREWED_BY,Space Shuttle,Space Shuttle,SPACECRAFT,SPACECRAFT:Space Shuttle,Tim Kopra,Tim Kopra,PERSON,PERSON:Tim Kopra,member,path_trigger,0.4,rule,"astronaut Tim Kopra, a crew member on the upcoming STS-133 Space Shuttle mission to the International Space Station (ISS), sustained an injury in a bicycle accident over the weekend, possibly breaking his hip."
wn-0435,2,CREWED_BY,Space Shuttle,Space Shuttle,SPACECRAFT,SPACECRAFT:Space Shuttle,Tim Kopra,Tim Kopra,PERSON,PERSON:Tim Kopra,member,path_trigger,0.4,rule,"astronaut Tim Kopra, a crew member on the upcoming STS-133 Space Shuttle mission, who was injured over the weekend in a bicycle accident, has been replaced."
wn-0438,3,PART_OF,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,ExPRESS Logistics,ExPRESS Logistics,ORG,ORG:ExPRESS Logistics,Module,path_trigger,0.4,rule,"During the twelve-day mission, the crew transported supplies and parts to the International Space Station (ISS) including Robonaut2, the first dexterous humanoid robot in space, the Permanent Multipurpose Module, and ExPRESS Logistics Carrier-4."
wn-0442,8,DESTINATION,MESSENGER,MESSENGER,SPACECRAFT,SPACECRAFT:MESSENGER,Mercury,Mercury,CELESTIAL,CELESTIAL:Mercury,probe,path_trigger,0.4,rule,"Although MESSENGER is the first probe to enter orbit around Mercury, it is not the first to fly by."
wn-0444,8,LAUNCHED_FROM,Space Shuttle Endeavour,Space Shuttle Endeavour,SPACECRAFT,SPACECRAFT:Space Shuttle Endeavour,STS-134,STS-134,GPE,GPE:STS-134,launch,path_trigger,0.4,rule,"Space Shuttle Endeavour, which will launch on STS-134 at the end of the month on April 29, will be sent to the California Science Center in Los Angeles, California following its retirement."
wn-0444,14,OPERATED_BY,Space Shuttle,Space Shuttle,SPACECRAFT,SPACECRAFT:Space Shuttle,NASA,NASA,ORG,ORG:NASA,NASA,poss,0.62,rule,"In the end, these choices provide the greatest number of people with the best opportunity to share in the history and accomplishments of NASA's remarkable Space Shuttle Program."
wn-0449,3,PART_OF,International Space Station,ISS,SPACECRAFT,SPACECRAFT:ISS,the Alpha Magnetic Spectrometer,Alpha Magnetic Spectrometer,ORG,ORG:Alpha Magnetic Spectrometer,parts,path_trigger,0.4,rule,Endeavour launched earlier this month on a mission to carry the Alpha Magnetic Spectrometer (AMS) and several spare parts to the International Space Station (ISS).
